method,x,approx,exact,abs_error,rel_error
RungeKutta4,1.6000000000000012,0.62879442368395821,0.62879442368892169,4.9634740761916873E-12,7.8936356450362004E-12
RungeKutta4,1.6100000000000012,0.62773990289015658,0.62773990289509884,4.9422688164213469E-12,7.873115590815256E-12
RungeKutta4,1.6200000000000012,0.62668887750524593,0.62668887751016733,4.9213966235583939E-12,7.8530141513756117E-12
RungeKutta4,1.6300000000000012,0.625641329280615,0.62564132928551552,4.900524430695441E-12,7.8328016410460627E-12
RungeKutta4,1.6400000000000012,0.62459724028887675,0.62459724029375641,4.879652237832488E-12,7.8124780627843388E-12
RungeKutta4,1.6500000000000012,0.62355659291014753,0.62355659291500654,4.8590020895744601E-12,7.7923995108405932E-12
RungeKutta4,1.6600000000000013,0.62251936981896216,0.62251936982380063,4.8384629636188947E-12,7.7723894198279981E-12
RungeKutta4,1.6700000000000013,0.62148555397179694,0.62148555397661487,4.8179238376633293E-12,7.7522700356796498E-12
RungeKutta4,1.6800000000000013,0.62045512859517138,0.62045512859996887,4.7974957340102264E-12,7.7322202894392552E-12
RungeKutta4,1.6900000000000013,0.61942807717430315,0.61942807717908033,4.7771786526595861E-12,7.7122410634855963E-12
RungeKutta4,1.7000000000000013,0.6184043834422901,0.61840438344704718,4.7570836159138707E-12,7.6925127688034982E-12
RungeKutta4,1.7100000000000013,0.61738403136979558,0.61738403137453246,4.7368775568656929E-12,7.6724976937870256E-12
RungeKutta4,1.7200000000000013,0.61636700515521414,0.61636700515993104,4.7168935424224401E-12,7.6527353070020803E-12
RungeKutta4,1.7300000000000013,0.61535328921529542,0.61535328921999266,4.6972425948865748E-12,7.6334077955064559E-12
RungeKutta4,1.7400000000000013,0.61434286817620509,0.61434286818088268,4.6775916473507095E-12,7.6139756635200144E-12
RungeKutta4,1.7500000000000013,0.61333572686500293,0.61333572686966087,4.6579406998148443E-12,7.594438895029625E-12
RungeKutta4,1.7600000000000013,0.61233185030151949,0.61233185030615789,4.6384007745814415E-12,7.5749787836406643E-12
RungeKutta4,1.7700000000000014,0.6113312236906121,0.6113312236952313,4.6191939162554263E-12,7.5559594165161583E-12
RungeKutta4,1.7800000000000014,0.61033383241478401,0.61033383241938399,4.5999870579294111E-12,7.5368377330969446E-12
RungeKutta4,1.7900000000000014,0.60933966202714884,0.60933966203172962,4.5807801996033959E-12,7.5176137137767699E-12
RungeKutta4,1.8000000000000014,0.60834869824472571,0.6083486982492875,4.5617953858823057E-12,7.4986523338415897E-12
RungeKutta4,1.8100000000000014,0.60736092694204913,0.60736092694659216,4.5430326167661406E-12,7.4799553531365216E-12
RungeKutta4,1.8200000000000014,0.60637633414507952,0.6063763341496039,4.5243808699524379E-12,7.4613414396049794E-12
RungeKutta4,1.8300000000000014,0.60539490602540058,0.60539490602990609,4.5055070785338103E-12,7.4422612970330685E-12
RungeKutta4,1.8400000000000014,0.60441662889469061,0.60441662889917758,4.4869663540225702E-12,7.4236315473781392E-12
RungeKutta4,1.8500000000000014,0.60344148919945462,0.60344148920392326,4.4686476741162551E-12,7.4052708574024479E-12
RungeKutta4,1.8600000000000014,0.60246947351600633,0.60246947352045688,4.450551038814865E-12,7.3871809850240043E-12
RungeKutta4,1.8700000000000014,0.60150056854568734,0.6015005685501198,4.432454403513475E-12,7.3689945368302756E-12
RungeKutta4,1.8800000000000014,0.60053476111031356,0.60053476111472792,4.4143577682120849E-12,7.3507114892907959E-12
RungeKutta4,1.8900000000000015,0.5995720381478381,0.59957203815223448,4.3963721552131574E-12,7.3325169879405413E-12
RungeKutta4,1.9000000000000015,0.59861238670822081,0.59861238671259942,4.3786085868191549E-12,7.3145973655794101E-12
RungeKutta4,1.9100000000000015,0.59765579394949497,0.59765579395385593,4.3609560407276149E-12,7.2967686164457034E-12
RungeKutta4,1.9200000000000015,0.59670224713402187,0.59670224713836517,4.3433034946360749E-12,7.278845547334684E-12
RungeKutta4,1.9300000000000015,0.59575173362492506,0.59575173362925105,4.3259840154519225E-12,7.2613872042468733E-12
RungeKutta4,1.9400000000000015,0.59480424088269557,0.59480424088700423,4.30866453626777E-12,7.2438362743911638E-12
RungeKutta4,1.9500000000000015,0.59385975646196021,0.59385975646625166,4.2914560793860801E-12,7.2263796842427897E-12
RungeKutta4,1.9600000000000015,0.59291826800840619,0.59291826801268033,4.2741366002019276E-12,7.2086438060993092E-12
RungeKutta4,1.9700000000000015,0.59197976325585389,0.59197976326011126,4.2573722325300878E-12,7.1917529901947848E-12
RungeKutta4,1.9800000000000015,0.59104423002347151,0.591044230027712,4.2404968425557854E-12,7.1745846201516712E-12
RungeKutta4,1.9900000000000015,0.59011165621312478,0.59011165621734851,4.2237324748839455E-12,7.1575140575743884E-12
RungeKutta4,2.0000000000000013,0.58918202980685552,0.5891820298110626,4.2070791295145682E-12,7.1405421697836313E-12
